Date,Close/Last,Volume,Open,High,Low
02/14/2025,$228.68,27031080,$229.20,$229.89,$227.23
02/13/2025,$230.37,31346510,$228.85,$230.42,$227.52
02-12-2025,$228.93,32285250,$230.46,$231.18,$228.16
02-11-2025,$232.76,23713730,$231.92,$233.44,$230.13
02-10-2025,$233.14,35419930,$230.545,$233.92,$229.20
02-07-2025,$229.15,77539280,$232.50,$234.81,$228.06
02-06-2025,$238.83,60897100,$238.01,$239.6599,$236.01
02-05-2025,$236.17,38832040,$237.02,$238.32,$235.20
02-04-2025,$242.06,29713810,$239.01,$242.52,$238.03
02-03-2025,$237.42,37285870,$234.06,$239.25,$232.90
01/31/2025,$237.68,36162380,$236.50,$240.29,$236.41
01/30/2025,$234.64,32020730,$237.14,$237.95,$232.22
01/29/2025,$237.07,26091720,$239.015,$240.39,$236.15
01/28/2025,$238.15,41587190,$234.29,$241.77,$233.98
01/27/2025,$235.42,49428330,$226.21,$235.61,$225.86
01/24/2025,$234.85,25890740,$234.50,$236.40,$232.93
01/23/2025,$235.42,26404360,$234.10,$235.52,$231.51
01/22/2025,$235.01,41448220,$232.02,$235.44,$231.19
01/21/2025,$230.71,39951460,$228.90,$231.78,$226.94
01/17/2025,$225.94,42370120,$225.84,$226.51,$223.08
01/16/2025,$220.66,24757280,$224.42,$224.65,$220.31
01/15/2025,$223.35,31291260,$222.83,$223.57,$220.75
01/14/2025,$217.76,24711650,$220.44,$221.82,$216.20
01/13/2025,$218.46,27262660,$218.06,$219.40,$216.47
01-10-2025,$218.94,36811530,$221.46,$221.71,$216.50
01-08-2025,$222.13,25033290,$223.185,$223.52,$220.20
01-07-2025,$222.11,28084160,$227.90,$228.381,$221.46
01-06-2025,$227.61,31849830,$226.78,$228.835,$224.84
01-03-2025,$224.19,27515610,$222.505,$225.36,$221.62
01-02-2025,$220.22,33956580,$222.03,$225.15,$218.19
12/31/2024,$219.39,24819660,$222.965,$223.2299,$218.94
12/30/2024,$221.30,28321240,$220.06,$222.9972,$218.43
12/27/2024,$223.75,27367150,$225.60,$226.03,$220.90
12/26/2024,$227.05,16174500,$228.50,$228.50,$226.6706
12/24/2024,$229.05,15007500,$226.94,$229.14,$226.13
12/23/2024,$225.06,28070010,$225.01,$226.88,$223.90
12/20/2024,$224.92,88279180,$219.84,$226.21,$218.73
12/19/2024,$223.29,39918740,$224.91,$226.09,$222.92
