Date,Close/Last,Volume,Open,High,Low
02/14/2025,$112.55,9115007,$112.82,$113.47,$112.03
02/13/2025,$113.00,10046270,$113.12,$113.40,$111.525
02-12-2025,$113.04,7269396,$110.56,$113.185,$110.4002
02-11-2025,$111.03,4683518,$110.88,$112.08,$110.61
02-10-2025,$111.45,8348363,$112.575,$112.58,$111.00
02-07-2025,$112.20,11502400,$111.43,$112.62,$110.06
02-06-2025,$111.70,11967310,$112.05,$112.31,$111.05
02-05-2025,$112.25,12830990,$110.18,$112.42,$109.86
02-04-2025,$110.60,11123740,$108.67,$111.07,$108.13
02-03-2025,$108.16,8894092,$105.72,$108.44,$105.52
01/31/2025,$107.68,19142470,$109.00,$109.36,$107.495
01/30/2025,$109.00,15023030,$109.00,$110.34,$108.03
01/29/2025,$108.58,40769320,$102.70,$110.08,$102.68
01/28/2025,$100.41,14736490,$98.94,$100.68,$98.5901
01/27/2025,$100.02,9654891,$98.52,$100.3299,$98.102
01/24/2025,$98.81,6957146,$97.79,$99.01,$97.62
01/23/2025,$97.99,7901763,$98.00,$98.03,$97.02
01/22/2025,$97.73,7678895,$97.98,$98.535,$97.46
01/21/2025,$97.98,8803122,$95.41,$98.58,$95.41
01/17/2025,$95.13,8362145,$95.58,$95.86,$95.10
01/16/2025,$94.43,6548184,$92.87,$94.7699,$92.87
01/15/2025,$93.08,4554743,$94.10,$94.474,$92.945
01/14/2025,$93.07,6406229,$94.01,$94.89,$92.52
01/13/2025,$93.51,6912144,$92.265,$93.59,$91.375
01-10-2025,$92.25,6550328,$92.19,$92.7922,$91.93
01-08-2025,$92.60,6243744,$92.97,$93.005,$92.0081
01-07-2025,$92.84,6638267,$92.78,$93.65,$91.86
01-06-2025,$93.13,8768050,$92.04,$94.50,$91.94
01-03-2025,$92.58,4966947,$92.40,$93.12,$91.80
01-02-2025,$92.17,8642734,$91.55,$92.66,$91.41
12/31/2024,$91.25,4220716,$90.73,$91.77,$90.585
12/30/2024,$90.58,8404474,$91.29,$91.32,$89.84
12/27/2024,$92.25,8200370,$90.90,$93.1987,$90.88
12/26/2024,$91.86,7542683,$89.37,$92.05,$89.37
12/24/2024,$89.91,5422008,$87.40,$89.92,$87.17
12/23/2024,$87.44,11203730,$87.50,$87.88,$86.30
12/20/2024,$87.97,26477490,$87.86,$89.155,$87.07
12/19/2024,$88.76,14628410,$90.24,$91.58,$88.67
12/18/2024,$89.90,10886560,$91.77,$92.25,$89.64
12/17/2024,$92.09,8536091,$93.01,$93.94,$92.05
12/16/2024,$93.12,12395850,$96.945,$97.00,$93.10
12/13/2024,$97.42,5910905,$97.335,$98.08,$96.94
12-12-2024,$97.82,6375869,$98.22,$98.97,$97.415
12-11-2024,$98.42,8007330,$98.50,$99.3858,$97.98
12-10-2024,$98.16,8192465,$99.14,$99.25,$97.94
12-09-2024,$99.31,7271601,$100.07,$100.57,$98.515
12-06-2024,$100.11,6297011,$98.93,$100.62,$98.435
12-05-2024,$99.23,7194768,$101.00,$101.30,$99.19
12-04-2024,$100.70,6151143,$100.89,$101.99,$100.37
12-03-2024,$101.57,7101505,$101.09,$102.12,$99.89
12-02-2024,$101.51,6103624,$102.00,$102.21,$99.87
11/29/2024,$102.46,3419300,$101.37,$102.50,$101.27
11/27/2024,$101.51,4857843,$100.75,$102.03,$100.715
11/26/2024,$100.68,6558260,$101.99,$102.09,$100.47
11/25/2024,$101.84,8839592,$102.93,$103.32,$101.78
11/22/2024,$102.50,6563290,$100.00,$102.56,$99.77
11/21/2024,$100.06,6760622,$99.50,$100.33,$98.49
11/20/2024,$98.26,7527665,$98.00,$98.745,$97.11
11/19/2024,$98.35,9176224,$99.79,$100.30,$98.20
11/18/2024,$100.40,7044677,$98.44,$100.61,$97.93
11/15/2024,$98.42,8119864,$99.10,$100.22,$97.99
11/14/2024,$99.23,6441497,$99.43,$100.02,$99.14
11/13/2024,$99.80,8816282,$97.35,$99.94,$96.23
11-12-2024,$98.80,8438424,$100.13,$100.54,$98.4172
11-11-2024,$100.31,10313340,$98.00,$101.41,$97.945
11-08-2024,$97.55,6118742,$96.11,$97.64,$96.03
11-07-2024,$96.12,6195191,$96.06,$96.69,$95.76
11-06-2024,$96.08,9708753,$96.97,$98.23,$94.7802
11-05-2024,$97.09,6348324,$96.86,$97.4689,$96.15
11-04-2024,$97.03,7049097,$98.59,$98.81,$96.695
11-01-2024,$98.87,8860191,$97.60,$99.80,$97.37
10/31/2024,$97.70,12011540,$97.32,$99.00,$95.35
10/30/2024,$97.32,9187206,$97.37,$98.145,$96.80
10/29/2024,$97.39,7664209,$97.74,$98.05,$96.3531
10/28/2024,$98.02,6790945,$97.65,$99.14,$97.55
10/25/2024,$97.31,9665550,$97.22,$97.955,$96.43
10/24/2024,$97.15,9828604,$97.69,$99.42,$96.8541
10/23/2024,$97.65,18858760,$93.87,$97.72,$93.69
10/22/2024,$96.82,6670917,$96.35,$97.19,$95.94
10/21/2024,$96.45,3994283,$96.95,$97.20,$95.89
10/18/2024,$96.84,6178250,$95.68,$96.85,$95.04
10/17/2024,$95.27,5577267,$95.33,$96.19,$94.78
10/16/2024,$95.46,7537064,$95.45,$95.84,$94.0901
10/15/2024,$95.04,6264122,$94.67,$95.9685,$94.57
10/14/2024,$94.76,4124736,$95.41,$95.526,$94.34
10-11-2024,$95.55,4834808,$94.14,$95.955,$94.01
10-10-2024,$93.88,5459453,$95.42,$95.48,$93.759
10-09-2024,$95.88,3344801,$96.48,$96.48,$95.46
10-08-2024,$96.21,6595191,$96.05,$96.88,$95.28
10-07-2024,$96.09,7478912,$96.19,$96.52,$95.36
10-04-2024,$96.58,6819465,$96.17,$96.73,$95.15
10-03-2024,$95.56,5556383,$95.64,$96.39,$95.31
10-02-2024,$96.50,6345996,$96.83,$97.00,$95.87
10-01-2024,$97.43,7171570,$97.49,$98.143,$96.35
09/30/2024,$97.49,6439104,$97.39,$97.69,$96.41
09/27/2024,$97.36,6320017,$97.65,$98.1468,$97.19
09/26/2024,$97.47,9876771,$98.50,$99.15,$97.00
09/25/2024,$95.62,8632888,$94.26,$95.96,$94.2168
09/24/2024,$94.45,8606798,$95.47,$95.82,$94.185
09/23/2024,$95.48,8382840,$96.05,$96.05,$94.3505
09/20/2024,$96.05,19541040,$96.85,$97.06,$95.32
09/19/2024,$96.90,8752645,$97.97,$98.70,$96.325
09/18/2024,$96.12,8793825,$95.55,$97.60,$95.33
09/17/2024,$96.44,6281724,$96.49,$96.54,$95.20
09/16/2024,$96.31,9263409,$98.52,$98.60,$95.98
09/13/2024,$98.57,9899865,$99.13,$99.51,$98.50
09-12-2024,$99.28,14658700,$98.46,$99.31,$97.34
09-11-2024,$98.20,19302890,$94.08,$98.35,$93.66
09-10-2024,$93.34,7327008,$92.12,$93.52,$91.14
09-09-2024,$92.21,10089690,$91.22,$92.355,$90.41
09-06-2024,$91.15,9257004,$91.50,$92.16,$90.18
09-05-2024,$91.56,8370064,$92.17,$93.02,$91.20
09-04-2024,$92.33,7193465,$93.37,$93.98,$91.97
09-03-2024,$93.18,11234030,$94.13,$94.81,$93.04
08/30/2024,$94.57,7117159,$94.99,$95.93,$94.435
08/29/2024,$94.86,8781338,$95.47,$95.83,$94.275
08/28/2024,$95.30,14866280,$98.22,$98.71,$94.38
08/27/2024,$98.60,17456300,$95.40,$98.72,$95.25
08/26/2024,$95.63,13882770,$94.20,$95.93,$94.18
08/23/2024,$94.02,11483710,$92.85,$94.42,$92.825
08/22/2024,$92.43,10010280,$92.67,$92.8292,$91.77
08/21/2024,$92.78,6769155,$92.49,$93.38,$92.22
08/20/2024,$93.01,11536230,$92.29,$93.8198,$92.13
08/19/2024,$92.30,14479020,$94.35,$94.89,$92.13
08/16/2024,$94.81,16336330,$93.355,$95.65,$93.30
08/15/2024,$94.88,21109810,$94.115,$94.96,$92.98
08/14/2024,$93.90,45737850,$95.39,$95.8621,$91.43
08/13/2024,$95.90,157215500,$91.02,$96.01,$90.29
08-12-2024,$77.03,13123040,$76.53,$78.43,$76.2913
08-09-2024,$75.09,4683590,$75.65,$75.86,$74.75
08-08-2024,$75.75,8988259,$75.07,$76.15,$74.80
08-07-2024,$75.29,7297044,$75.30,$76.83,$75.16
08-06-2024,$75.37,10525490,$73.92,$75.99,$73.84
08-05-2024,$73.86,12372870,$73.85,$75.00,$72.725
08-02-2024,$75.88,15185690,$75.11,$76.67,$74.9211
08-01-2024,$75.11,17307170,$77.89,$78.14,$73.83
07/31/2024,$77.95,18901090,$79.55,$81.24,$77.80
07/30/2024,$75.94,16163630,$75.25,$76.05,$74.85
07/29/2024,$75.20,10864720,$74.39,$75.59,$73.72
07/26/2024,$74.05,12387110,$73.84,$75.02,$73.705
07/25/2024,$73.32,18973610,$75.06,$75.765,$73.26
07/24/2024,$74.68,10478210,$76.37,$76.49,$74.02
07/23/2024,$76.26,9592106,$77.14,$77.14,$76.025
07/22/2024,$76.55,18851540,$78.33,$78.47,$76.012
07/19/2024,$79.27,32965920,$74.66,$79.38,$74.19
07/18/2024,$74.19,10700990,$74.46,$75.11,$73.81
07/17/2024,$75.10,11567830,$75.22,$76.13,$74.55
07/16/2024,$75.51,14968740,$72.21,$75.51,$71.55
07/15/2024,$72.75,9064379,$74.89,$74.895,$72.52
07-12-2024,$74.83,10559270,$73.80,$75.055,$73.38
07-11-2024,$73.30,12316130,$72.34,$73.50,$72.08
07-10-2024,$72.51,11132450,$72.99,$73.17,$72.35
